name,code,state_id
GUADALUPE DE RAMIREZ,GU_34,20
GUELATAO DE JUAREZ,GU_35,20
GUEVEA DE HUMBOLDT,GU_36,20
MESONES HIDALGO,ME_37,20
VILLA HIDALGO,VI_38,20
HEROICA CIUDAD DE HUAJUAPAN DE LEON,HE_39,20
HUAUTEPEC,HU_40,20
HUAUTLA DE JIMENEZ,HU_41,20
IXTLAN DE JUAREZ,IX_42,20
JUCHITAN DE ZARAGOZA,JU_43,20
LOMA BONITA,LO_44,20
MAGDALENA APASCO,MA_45,20
MAGDALENA JALTEPEC,MA_46,20
SANTA MAGDALENA JICOTLAN,SA_47,20
MAGDALENA MIXTEPEC,MA_48,20
MAGDALENA OCOTLAN,MA_49,20
MAGDALENA PEÑASCO,MA_50,20
MAGDALENA TEITIPAC,MA_51,20
MAGDALENA TEQUISISTLAN,MA_52,20
MAGDALENA TLACOTEPEC,MA_53,20
MAGDALENA ZAHUATLAN,MA_54,20
MARISCALA DE JUAREZ,MA_55,20
MARTIRES DE TACUBAYA,MA_56,20
MATIAS ROMERO AVENDAÑO,MA_57,20
MAZATLAN VILLA DE FLORES,MA_58,20
MIAHUATLAN DE PORFIRIO DIAZ,MI_59,20
MIXISTLAN DE LA REFORMA,MI_60,20
MONJAS,MO_61,20
NATIVIDAD,NA_62,20
NAZARENO ETLA,NA_63,20
NEJAPA DE MADERO,NE_64,20
IXPANTEPEC NIEVES,IX_65,20
SANTIAGO NILTEPEC,SA_66,20
OAXACA DE JUAREZ,OA_67,20
OCOTLAN DE MORELOS,OC_68,20
LA PE,LA_69,20
PINOTEPA DE DON LUIS,PI_70,20
PLUMA HIDALGO,PL_71,20
SAN JOSE DEL PROGRESO,SA_72,20
PUTLA VILLA DE GUERRERO,PU_73,20
SANTA CATARINA QUIOQUITANI,SA_74,20
REFORMA DE PINEDA,RE_75,20
LA REFORMA,LA_76,20
REYES ETLA,RE_77,20
ROJAS DE CUAUHTEMOC,RO_78,20
SALINA CRUZ,SA_79,20
SAN AGUSTIN AMATENGO,SA_80,20
SAN AGUSTIN ATENANGO,SA_81,20
SAN AGUSTIN CHAYUCO,SA_82,20
SAN AGUSTIN DE LAS JUNTAS,SA_83,20
SAN AGUSTIN ETLA,SA_84,20
SAN AGUSTIN LOXICHA,SA_85,20
SAN AGUSTIN TLACOTEPEC,SA_86,20
SAN AGUSTIN YATARENI,SA_87,20
SAN ANDRES CABECERA NUEVA,SA_88,20
SAN ANDRES DINICUITI,SA_89,20
SAN ANDRES HUAXPALTEPEC,SA_90,20
SAN ANDRES HUAYAPAM,SA_91,20
SAN ANDRES IXTLAHUACA,SA_92,20
SAN ANDRES LAGUNAS,SA_93,20
SAN ANDRES NUXIÑO,SA_94,20
SAN ANDRES PAXTLAN,SA_95,20
SAN ANDRES SINAXTLA,SA_96,20
SAN ANDRES SOLAGA,SA_97,20
SAN ANDRES TEOTILALPAM,SA_98,20
SAN ANDRES TEPETLAPA,SA_99,20
SAN ANDRES YAA,SA_00,20
SAN ANDRES ZABACHE,SA_01,20
SAN ANDRES ZAUTLA,SA_02,20
SAN ANTONINO CASTILLO VELASCO,SA_03,20
SAN ANTONINO EL ALTO,SA_04,20
SAN ANTONINO MONTE VERDE,SA_05,20
SAN ANTONIO ACUTLA,SA_06,20
SAN ANTONIO DE LA CAL,SA_07,20
SAN ANTONIO HUITEPEC,SA_08,20
SAN ANTONIO NANAHUATIPAM,SA_09,20
SAN ANTONIO SINICAHUA,SA_10,20
SAN ANTONIO TEPETLAPA,SA_11,20
SAN BALTAZAR CHICHICAPAM,SA_12,20
SAN BALTAZAR LOXICHA,SA_13,20
SAN BALTAZAR YATZACHI EL BAJO,SA_14,20
SAN BARTOLO COYOTEPEC,SA_15,20
SAN BARTOLOME AYAUTLA,SA_16,20
SAN BARTOLOME LOXICHA,SA_17,20
SAN BARTOLOME QUIALANA,SA_18,20
SAN BARTOLOME YUCUAÑE,SA_19,20
SAN BARTOLOME ZOOGOCHO,SA_20,20
SAN BARTOLO SOYALTEPEC,SA_21,20
SAN BARTOLO YAUTEPEC,SA_22,20
SAN BERNARDO MIXTEPEC,SA_23,20
SAN BLAS ATEMPA,SA_24,20
SAN CARLOS YAUTEPEC,SA_25,20
SAN CRISTOBAL AMATLAN,SA_26,20
SAN CRISTOBAL AMOLTEPEC,SA_27,20
SAN CRISTOBAL LACHIRIOAG,SA_28,20
SAN CRISTOBAL SUCHIXTLAHUACA,SA_29,20
SAN DIONISIO DEL MAR,SA_30,20
SAN DIONISIO OCOTEPEC,SA_31,20
SAN DIONISIO OCOTLAN,SA_32,20
SAN ESTEBAN ATATLAHUCA,SA_33,20
SAN FELIPE JALAPA DE DIAZ,SA_34,20
SAN FELIPE TEJALAPAM,SA_35,20
SAN FELIPE USILA,SA_36,20
SAN FRANCISCO CAHUACUA,SA_37,20
SAN FRANCISCO CAJONOS,SA_38,20
SAN FRANCISCO CHAPULAPA,SA_39,20
SAN FRANCISCO CHINDUA,SA_40,20
SAN FRANCISCO DEL MAR,SA_41,20
SAN FRANCISCO HUEHUETLAN,SA_42,20
SAN FRANCISCO IXHUATAN,SA_43,20
SAN FRANCISCO JALTEPETONGO,SA_44,20
SAN FRANCISCO LACHIGOLO,SA_45,20
SAN FRANCISCO LOGUECHE,SA_46,20
SAN FRANCISCO NUXAÑO,SA_47,20
SAN FRANCISCO OZOLOTEPEC,SA_48,20
SAN FRANCISCO SOLA,SA_49,20
SAN FRANCISCO TELIXTLAHUACA,SA_50,20
SAN FRANCISCO TEOPAN,SA_51,20
SAN FRANCISCO TLAPANCINGO,SA_52,20
SAN GABRIEL MIXTEPEC,SA_53,20
SAN ILDEFONSO AMATLAN,SA_54,20
SAN ILDEFONSO SOLA,SA_55,20
SAN ILDEFONSO VILLA ALTA,SA_56,20
SAN JACINTO AMILPAS,SA_57,20
SAN JACINTO TLACOTEPEC,SA_58,20
SAN JERONIMO COATLAN,SA_59,20
SAN JERONIMO SILACAYOAPILLA,SA_60,20
SAN JERONIMO SOSOLA,SA_61,20
SAN JERONIMO TAVICHE,SA_62,20
SAN JERONIMO TECOATL,SA_63,20
SAN JORGE NUCHITA,SA_64,20
SAN JOSE AYUQUILA,SA_65,20
SAN JOSE CHILTEPEC,SA_66,20
SAN JOSE DEL PEÑASCO,SA_67,20
SAN JOSE ESTANCIA GRANDE,SA_68,20
SAN JOSE INDEPENDENCIA,SA_69,20
SAN JOSE LACHIGUIRI,SA_70,20
SAN JOSE TENANGO,SA_71,20
SAN JUAN ACHIUTLA,SA_72,20
SAN JUAN ATEPEC,SA_73,20
ANIMAS TRUJANO,AN_74,20
SAN JUAN BAUTISTA ATATLAHUCA,SA_75,20
SAN JUAN BAUTISTA COIXTLAHUACA,SA_76,20
SAN JUAN BAUTISTA CUICATLAN,SA_77,20
SAN JUAN BAUTISTA GUELACHE,SA_78,20
SAN JUAN BAUTISTA JAYACATLAN,SA_79,20
SAN JUAN BAUTISTA LO DE SOTO,SA_80,20
SAN JUAN BAUTISTA SUCHITEPEC,SA_81,20
SAN JUAN BAUTISTA TLACOATZINTEPEC,SA_82,20
SAN JUAN BAUTISTA TLACHICHILCO,SA_83,20
SAN JUAN BAUTISTA TUXTEPEC,SA_84,20
SAN JUAN CACAHUATEPEC,SA_85,20
SAN JUAN CIENEGUILLA,SA_86,20
SAN JUAN COATZOSPAM,SA_87,20
SAN JUAN COLORADO,SA_88,20
SAN JUAN COMALTEPEC,SA_89,20
SAN JUAN COTZOCON,SA_90,20
SAN JUAN CHICOMEZUCHIL,SA_91,20
SAN JUAN CHILATECA,SA_92,20
SAN JUAN DEL ESTADO,SA_93,20
SAN JUAN DEL RIO,SA_94,20
SAN JUAN DIUXI,SA_95,20
SAN JUAN EVANGELISTA ANALCO,SA_96,20
SAN JUAN GUELAVIA,SA_97,20
SAN JUAN GUICHICOVI,SA_98,20
SAN JUAN IHUALTEPEC,SA_99,20
SAN JUAN JUQUILA MIXES,SA_00,20
SAN JUAN JUQUILA VIJANOS,SA_01,20
SAN JUAN LACHAO,SA_02,20
SAN JUAN LACHIGALLA,SA_03,20
SAN JUAN LAJARCIA,SA_04,20
SAN JUAN LALANA,SA_05,20
SAN JUAN DE LOS CUES,SA_06,20
SAN JUAN MAZATLAN,SA_07,20
SAN JUAN MIXTEPEC,SA_08,20
SAN JUAN MIXTEPEC,SA_09,20
SAN JUAN ÑUMI,SA_10,20
SAN JUAN OZOLOTEPEC,SA_11,20
SAN JUAN PETLAPA,SA_12,20
SAN JUAN QUIAHIJE,SA_13,20
SAN JUAN QUIOTEPEC,SA_14,20
SAN JUAN SAYULTEPEC,SA_15,20
SAN JUAN TABAA,SA_16,20
SAN JUAN TAMAZOLA,SA_17,20
SAN JUAN TEITA,SA_18,20
SAN JUAN TEITIPAC,SA_19,20
SAN JUAN TEPEUXILA,SA_20,20
SAN JUAN TEPOSCOLULA,SA_21,20
SAN JUAN YAEE,SA_22,20
SAN JUAN YATZONA,SA_23,20
SAN JUAN YUCUITA,SA_24,20
SAN LORENZO,SA_25,20
SAN LORENZO ALBARRADAS,SA_26,20
SAN LORENZO CACAOTEPEC,SA_27,20
SAN LORENZO CUAUNECUILTITLA,SA_28,20
SAN LORENZO TEXMELUCAN,SA_29,20
SAN LORENZO VICTORIA,SA_30,20
SAN LUCAS CAMOTLAN,SA_31,20
SAN LUCAS OJITLAN,SA_32,20
SAN LUCAS QUIAVINI,SA_33,20
SAN LUCAS ZOQUIAPAM,SA_34,20
SAN LUIS AMATLAN,SA_35,20
SAN MARCIAL OZOLOTEPEC,SA_36,20
SAN MARCOS ARTEAGA,SA_37,20
SAN MARTIN DE LOS CANSECOS,SA_38,20
SAN MARTIN HUAMELULPAM,SA_39,20
SAN MARTIN ITUNYOSO,SA_40,20
SAN MARTIN LACHILA,SA_41,20
SAN MARTIN PERAS,SA_42,20
SAN MARTIN TILCAJETE,SA_43,20
SAN MARTIN TOXPALAN,SA_44,20
SAN MARTIN ZACATEPEC,SA_45,20
SAN MATEO CAJONOS,SA_46,20
CAPULALPAM DE MENDEZ,CA_47,20
SAN MATEO DEL MAR,SA_48,20
SAN MATEO YOLOXOCHITLAN,SA_49,20
SAN MATEO ETLATONGO,SA_50,20
SAN MATEO NEJAPAM,SA_51,20
SAN MATEO PEÑASCO,SA_52,20
SAN MATEO PIÑAS,SA_53,20
SAN MATEO RIO HONDO,SA_54,20
SAN MATEO SINDIHUI,SA_55,20
SAN MATEO TLAPILTEPEC,SA_56,20
SAN MELCHOR BETAZA,SA_57,20
SAN MIGUEL ACHIUTLA,SA_58,20
SAN MIGUEL AHUEHUETITLAN,SA_59,20
SAN MIGUEL ALOAPAM,SA_60,20
SAN MIGUEL AMATITLAN,SA_61,20
SAN MIGUEL AMATLAN,SA_62,20
SAN MIGUEL COATLAN,SA_63,20
SAN MIGUEL CHICAHUA,SA_64,20
SAN MIGUEL CHIMALAPA,SA_65,20
SAN MIGUEL DEL PUERTO,SA_66,20
SAN MIGUEL DEL RIO,SA_67,20
SAN MIGUEL EJUTLA,SA_68,20
SAN MIGUEL EL GRANDE,SA_69,20
SAN MIGUEL HUAUTLA,SA_70,20
SAN MIGUEL MIXTEPEC,SA_71,20
SAN MIGUEL PANIXTLAHUACA,SA_72,20
SAN MIGUEL PERAS,SA_73,20
SAN MIGUEL PIEDRAS,SA_74,20
SAN MIGUEL QUETZALTEPEC,SA_75,20
SAN MIGUEL SANTA FLOR,SA_76,20
VILLA SOLA DE VEGA,VI_77,20
SAN MIGUEL SOYALTEPEC,SA_78,20
SAN MIGUEL SUCHIXTEPEC,SA_79,20
VILLA TALEA DE CASTRO,VI_80,20
SAN MIGUEL TECOMATLAN,SA_81,20
SAN MIGUEL TENANGO,SA_82,20
SAN MIGUEL TEQUIXTEPEC,SA_83,20
SAN MIGUEL TILQUIAPAM,SA_84,20
SAN MIGUEL TLACAMAMA,SA_85,20
SAN MIGUEL TLACOTEPEC,SA_86,20
SAN MIGUEL TULANCINGO,SA_87,20
SAN MIGUEL YOTAO,SA_88,20
SAN NICOLAS,SA_89,20
SAN NICOLAS HIDALGO,SA_90,20
SAN PABLO COATLAN,SA_91,20
SAN PABLO CUATRO VENADOS,SA_92,20
SAN PABLO ETLA,SA_93,20
SAN PABLO HUITZO,SA_94,20
SAN PABLO HUIXTEPEC,SA_95,20
SAN PABLO MACUILTIANGUIS,SA_96,20
SAN PABLO TIJALTEPEC,SA_97,20
SAN PABLO VILLA DE MITLA,SA_98,20
SAN PABLO YAGANIZA,SA_99,20
SAN PEDRO AMUZGOS,SA_00,20
SAN PEDRO APOSTOL,SA_01,20
SAN PEDRO ATOYAC,SA_02,20
SAN PEDRO CAJONOS,SA_03,20
SAN PEDRO COXCALTEPEC CANTAROS,SA_04,20
SAN PEDRO COMITANCILLO,SA_05,20
SAN PEDRO EL ALTO,SA_06,20
SAN PEDRO HUAMELULA,SA_07,20
SAN PEDRO HUILOTEPEC,SA_08,20
SAN PEDRO IXCATLAN,SA_09,20
SAN PEDRO IXTLAHUACA,SA_10,20
SAN PEDRO JALTEPETONGO,SA_11,20
SAN PEDRO JICAYAN,SA_12,20
SAN PEDRO JOCOTIPAC,SA_13,20
SAN PEDRO JUCHATENGO,SA_14,20
SAN PEDRO MARTIR,SA_15,20
SAN PEDRO MARTIR QUIECHAPA,SA_16,20
SAN PEDRO MARTIR YUCUXACO,SA_17,20
SAN PEDRO MIXTEPEC,SA_18,20
SAN PEDRO MIXTEPEC,SA_19,20
SAN PEDRO MOLINOS,SA_20,20
SAN PEDRO NOPALA,SA_21,20
SAN PEDRO OCOPETATILLO,SA_22,20
SAN PEDRO OCOTEPEC,SA_23,20
SAN PEDRO POCHUTLA,SA_24,20
SAN PEDRO QUIATONI,SA_25,20
SAN PEDRO SOCHIAPAM,SA_26,20
SAN PEDRO TAPANATEPEC,SA_27,20
SAN PEDRO TAVICHE,SA_28,20
SAN PEDRO TEOZACOALCO,SA_29,20
SAN PEDRO TEUTILA,SA_30,20
SAN PEDRO TIDAA,SA_31,20
SAN PEDRO TOPILTEPEC,SA_32,20
SAN PEDRO TOTOLAPAM,SA_33,20
VILLA DE TUTUTEPEC,VI_34,20
SAN PEDRO YANERI,SA_35,20
SAN PEDRO YOLOX,SA_36,20
SAN PEDRO Y SAN PABLO AYUTLA,SA_37,20
VILLA DE ETLA,VI_38,20
SAN PEDRO Y SAN PABLO TEPOSCOLULA,SA_39,20
SAN PEDRO Y SAN PABLO TEQUIXTEPEC,SA_40,20
SAN PEDRO YUCUNAMA,SA_41,20
SAN RAYMUNDO JALPAN,SA_42,20
SAN SEBASTIAN ABASOLO,SA_43,20
SAN SEBASTIAN COATLAN,SA_44,20
SAN SEBASTIAN IXCAPA,SA_45,20
SAN SEBASTIAN NICANANDUTA,SA_46,20
SAN SEBASTIAN RIO HONDO,SA_47,20
SAN SEBASTIAN TECOMAXTLAHUACA,SA_48,20
SAN SEBASTIAN TEITIPAC,SA_49,20
SAN SEBASTIAN TUTLA,SA_50,20
SAN SIMON ALMOLONGAS,SA_51,20
SAN SIMON ZAHUATLAN,SA_52,20
SANTA ANA,SA_53,20
SANTA ANA ATEIXTLAHUACA,SA_54,20
SANTA ANA CUAUHTEMOC,SA_55,20
SANTA ANA DEL VALLE,SA_56,20
SANTA ANA TAVELA,SA_57,20
SANTA ANA TLAPACOYAN,SA_58,20
SANTA ANA YARENI,SA_59,20
SANTA ANA ZEGACHE,SA_60,20
SANTA CATALINA QUIERI,SA_61,20
SANTA CATARINA CUIXTLA,SA_62,20
SANTA CATARINA IXTEPEJI,SA_63,20
SANTA CATARINA JUQUILA,SA_64,20
SANTA CATARINA LACHATAO,SA_65,20
SANTA CATARINA LOXICHA,SA_66,20
SANTA CATARINA MECHOACAN,SA_67,20
SANTA CATARINA MINAS,SA_68,20
SANTA CATARINA QUIANE,SA_69,20
SANTA CATARINA TAYATA,SA_70,20
SANTA CATARINA TICUA,SA_71,20
SANTA CATARINA YOSONOTU,SA_72,20
SANTA CATARINA ZAPOQUILA,SA_73,20
SANTA CRUZ ACATEPEC,SA_74,20
SANTA CRUZ AMILPAS,SA_75,20
SANTA CRUZ DE BRAVO,SA_76,20
SANTA CRUZ ITUNDUJIA,SA_77,20
SANTA CRUZ MIXTEPEC,SA_78,20
SANTA CRUZ NUNDACO,SA_79,20
SANTA CRUZ PAPALUTLA,SA_80,20
SANTA CRUZ TACACHE DE MINA,SA_81,20
SANTA CRUZ TACAHUA,SA_82,20
SANTA CRUZ TAYATA,SA_83,20
SANTA CRUZ XITLA,SA_84,20
SANTA CRUZ XOXOCOTLAN,SA_85,20
SANTA CRUZ ZENZONTEPEC,SA_86,20
SANTA GERTRUDIS,SA_87,20
SANTA INES DEL MONTE,SA_88,20
SANTA INES YATZECHE,SA_89,20
SANTA LUCIA DEL CAMINO,SA_90,20
SANTA LUCIA MIAHUATLAN,SA_91,20
SANTA LUCIA MONTEVERDE,SA_92,20
SANTA LUCIA OCOTLAN,SA_93,20
SANTA MARIA ALOTEPEC,SA_94,20
SANTA MARIA APAZCO,SA_95,20
SANTA MARIA LA ASUNCION,SA_96,20
HEROICA CIUDAD DE TLAXIACO,HE_97,20
AYOQUEZCO DE ALDAMA,AY_98,20
SANTA MARIA ATZOMPA,SA_99,20
SANTA MARIA CAMOTLAN,SA_00,20
SANTA MARIA COLOTEPEC,SA_01,20
SANTA MARIA CORTIJO,SA_02,20
SANTA MARIA COYOTEPEC,SA_03,20
SANTA MARIA CHACHOAPAM,SA_04,20
VILLA DE CHILAPA DE DIAZ,VI_05,20
SANTA MARIA CHILCHOTLA,SA_06,20
SANTA MARIA CHIMALAPA,SA_07,20
SANTA MARIA DEL ROSARIO,SA_08,20
SANTA MARIA DEL TULE,SA_09,20
SANTA MARIA ECATEPEC,SA_10,20
SANTA MARIA GUELACE,SA_11,20
SANTA MARIA GUIENAGATI,SA_12,20
SANTA MARIA HUATULCO,SA_13,20
SANTA MARIA HUAZOLOTITLAN,SA_14,20
SANTA MARIA IPALAPA,SA_15,20
SANTA MARIA IXCATLAN,SA_16,20
SANTA MARIA JACATEPEC,SA_17,20
SANTA MARIA JALAPA DEL MARQUES,SA_18,20
SANTA MARIA JALTIANGUIS,SA_19,20
SANTA MARIA LACHIXIO,SA_20,20
SANTA MARIA MIXTEQUILLA,SA_21,20
SANTA MARIA NATIVITAS,SA_22,20
SANTA MARIA NDUAYACO,SA_23,20
SANTA MARIA OZOLOTEPEC,SA_24,20
SANTA MARIA PAPALO,SA_25,20
SANTA MARIA PEÑOLES,SA_26,20
SANTA MARIA PETAPA,SA_27,20
SANTA MARIA QUIEGOLANI,SA_28,20
SANTA MARIA SOLA,SA_29,20
SANTA MARIA TATALTEPEC,SA_30,20
SANTA MARIA TECOMAVACA,SA_31,20
SANTA MARIA TEMAXCALAPA,SA_32,20
SANTA MARIA TEMAXCALTEPEC,SA_33,20
SANTA MARIA TEOPOXCO,SA_34,20
SANTA MARIA TEPANTLALI,SA_35,20
SANTA MARIA TEXCATITLAN,SA_36,20
SANTA MARIA TLAHUITOLTEPEC,SA_37,20
SANTA MARIA TLALIXTAC,SA_38,20
SANTA MARIA TONAMECA,SA_39,20
SANTA MARIA TOTOLAPILLA,SA_40,20
SANTA MARIA XADANI,SA_41,20
SANTA MARIA YALINA,SA_42,20
SANTA MARIA YAVESIA,SA_43,20
SANTA MARIA YOLOTEPEC,SA_44,20
SANTA MARIA YOSOYUA,SA_45,20
SANTA MARIA YUCUHITI,SA_46,20
SANTA MARIA ZACATEPEC,SA_47,20
SANTA MARIA ZANIZA,SA_48,20
SANTA MARIA ZOQUITLAN,SA_49,20
SANTIAGO AMOLTEPEC,SA_50,20
SANTIAGO APOALA,SA_51,20
SANTIAGO APOSTOL,SA_52,20
SANTIAGO ASTATA,SA_53,20
SANTIAGO ATITLAN,SA_54,20
SANTIAGO AYUQUILILLA,SA_55,20
SANTIAGO CACALOXTEPEC,SA_56,20
SANTIAGO CAMOTLAN,SA_57,20
SANTIAGO COMALTEPEC,SA_58,20
VILLA DE SANTIAGO CHAZUMBA,VI_59,20
SANTIAGO CHOAPAM,SA_60,20
SANTIAGO DEL RIO,SA_61,20
SANTIAGO HUAJOLOTITLAN,SA_62,20
SANTIAGO HUAUCLILLA,SA_63,20
SANTIAGO IHUITLAN PLUMAS,SA_64,20
SANTIAGO IXCUINTEPEC,SA_65,20
SANTIAGO IXTAYUTLA,SA_66,20
SANTIAGO JAMILTEPEC,SA_67,20
SANTIAGO JOCOTEPEC,SA_68,20
SANTIAGO JUXTLAHUACA,SA_69,20
SANTIAGO LACHIGUIRI,SA_70,20
SANTIAGO LALOPA,SA_71,20
SANTIAGO LAOLLAGA,SA_72,20
SANTIAGO LAXOPA,SA_73,20
SANTIAGO LLANO GRANDE,SA_74,20
SANTIAGO MATATLAN,SA_75,20
SANTIAGO MILTEPEC,SA_76,20
SANTIAGO MINAS,SA_77,20
SANTIAGO NACALTEPEC,SA_78,20
SANTIAGO NEJAPILLA,SA_79,20
SANTIAGO NUNDICHE,SA_80,20
SANTIAGO NUYOO,SA_81,20
SANTIAGO PINOTEPA NACIONAL,SA_82,20
SANTIAGO SUCHILQUITONGO,SA_83,20
SANTIAGO TAMAZOLA,SA_84,20
SANTIAGO TAPEXTLA,SA_85,20
VILLA TEJUPAM DE LA UNION,VI_86,20
SANTIAGO TENANGO,SA_87,20
SANTIAGO TEPETLAPA,SA_88,20
SANTIAGO TETEPEC,SA_89,20
SANTIAGO TEXCALCINGO,SA_90,20
SANTIAGO TEXTITLAN,SA_91,20
SANTIAGO TILANTONGO,SA_92,20
SANTIAGO TILLO,SA_93,20
SANTIAGO TLAZOYALTEPEC,SA_94,20
SANTIAGO XANICA,SA_95,20
SANTIAGO XIACUI,SA_96,20
SANTIAGO YAITEPEC,SA_97,20
SANTIAGO YAVEO,SA_98,20
SANTIAGO YOLOMECATL,SA_99,20
SANTIAGO YOSONDUA,SA_00,20
SANTIAGO YUCUYACHI,SA_01,20
SANTIAGO ZACATEPEC,SA_02,20
SANTIAGO ZOOCHILA,SA_03,20
NUEVO ZOQUIAPAM,NU_04,20
SANTO DOMINGO INGENIO,SA_05,20
SANTO DOMINGO ALBARRADAS,SA_06,20
SANTO DOMINGO ARMENTA,SA_07,20
SANTO DOMINGO CHIHUITAN,SA_08,20
SANTO DOMINGO DE MORELOS,SA_09,20
SANTO DOMINGO IXCATLAN,SA_10,20
SANTO DOMINGO NUXAA,SA_11,20
SANTO DOMINGO OZOLOTEPEC,SA_12,20
SANTO DOMINGO PETAPA,SA_13,20
SANTO DOMINGO ROAYAGA,SA_14,20
SANTO DOMINGO TEHUANTEPEC,SA_15,20
SANTO DOMINGO TEOJOMULCO,SA_16,20
SANTO DOMINGO TEPUXTEPEC,SA_17,20
SANTO DOMINGO TLATAYAPAM,SA_18,20
SANTO DOMINGO TOMALTEPEC,SA_19,20
SANTO DOMINGO TONALA,SA_20,20
SANTO DOMINGO TONALTEPEC,SA_21,20
SANTO DOMINGO XAGACIA,SA_22,20
SANTO DOMINGO YANHUITLAN,SA_23,20
SANTO DOMINGO YODOHINO,SA_24,20
SANTO DOMINGO ZANATEPEC,SA_25,20
SANTOS REYES NOPALA,SA_26,20
SANTOS REYES PAPALO,SA_27,20
SANTOS REYES TEPEJILLO,SA_28,20
SANTOS REYES YUCUNA,SA_29,20
SANTO TOMAS JALIEZA,SA_30,20
SANTO TOMAS MAZALTEPEC,SA_31,20
SANTO TOMAS OCOTEPEC,SA_32,20
SANTO TOMAS TAMAZULAPAN,SA_33,20
SAN VICENTE COATLAN,SA_34,20
SAN VICENTE LACHIXIO,SA_35,20
SAN VICENTE NUÑU,SA_36,20
SILACAYOAPAM,SI_37,20
SITIO DE XITLAPEHUA,SI_38,20
SOLEDAD ETLA,SO_39,20
VILLA DE TAMAZULAPAM DEL PROGRESO,VI_40,20
TANETZE DE ZARAGOZA,TA_41,20
TANICHE,TA_42,20
TATALTEPEC DE VALDES,TA_43,20
TEOCOCUILCO DE MARCOS PEREZ,TE_44,20
TEOTITLAN DE FLORES MAGON,TE_45,20
TEOTITLAN DEL VALLE,TE_46,20
TEOTONGO,TE_47,20
TEPELMEME VILLA DE MORELOS,TE_48,20
"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",HE_49,20
SAN JERONIMO TLACOCHAHUAYA,SA_50,20
TLACOLULA DE MATAMOROS,TL_51,20
TLACOTEPEC PLUMAS,TL_52,20
TLALIXTAC DE CABRERA,TL_53,20
TOTONTEPEC VILLA DE MORELOS,TO_54,20
TRINIDAD ZAACHILA,TR_55,20
LA TRINIDAD VISTA HERMOSA,LA_56,20
UNION HIDALGO,UN_57,20
VALERIO TRUJANO,VA_58,20
SAN JUAN BAUTISTA VALLE NACIONAL,SA_59,20
VILLA DIAZ ORDAZ,VI_60,20
YAXE,YA_61,20
MAGDALENA YODOCONO DE PORFIRIO DIAZ,MA_62,20
YOGANA,YO_63,20
YUTANDUCHI DE GUERRERO,YU_64,20
VILLA DE ZAACHILA,VI_65,20
SAN MATEO YUCUTINDOO,SA_66,20
ZAPOTITLAN LAGUNAS,ZA_67,20
ZAPOTITLAN PALMAS,ZA_68,20
SANTA INES DE ZARAGOZA,SA_69,20
ZIMATLAN DE ALVAREZ,ZI_70,20
NO ESPECIFICADO,NO_99,20
ACAJETE,AC_1,21
ACATENO,AC_2,21
ACATLAN,AC_3,21
ACATZINGO,AC_4,21
ACTEOPAN,AC_5,21
AHUACATLAN,AH_6,21
AHUATLAN,AH_7,21
AHUAZOTEPEC,AH_8,21
AHUEHUETITLA,AH_9,21
AJALPAN,AJ_10,21
ALBINO ZERTUCHE,AL_11,21
ALJOJUCA,AL_12,21
ALTEPEXI,AL_13,21
AMIXTLAN,AM_14,21
AMOZOC,AM_15,21
AQUIXTLA,AQ_16,21
ATEMPAN,AT_17,21
ATEXCAL,AT_18,21
ATLIXCO,AT_19,21
ATOYATEMPAN,AT_20,21
ATZALA,AT_21,21
ATZITZIHUACAN,AT_22,21
ATZITZINTLA,AT_23,21
AXUTLA,AX_24,21
AYOTOXCO DE GUERRERO,AY_25,21
CALPAN,CA_26,21
CALTEPEC,CA_27,21
CAMOCUAUTLA,CA_28,21
CAXHUACAN,CA_29,21
COATEPEC,CO_30,21
COATZINGO,CO_31,21
COHETZALA,CO_32,21
COHUECAN,CO_33,21
CORONANGO,CO_34,21
COXCATLAN,CO_35,21
COYOMEAPAN,CO_36,21
COYOTEPEC,CO_37,21
CUAPIAXTLA DE MADERO,CU_38,21
CUAUTEMPAN,CU_39,21
CUAUTINCHAN,CU_40,21
CUAUTLANCINGO,CU_41,21
CUAYUCA DE ANDRADE,CU_42,21
CUETZALAN DEL PROGRESO,CU_43,21
CUYOACO,CU_44,21
CHALCHICOMULA DE SESMA,CH_45,21
CHAPULCO,CH_46,21
CHIAUTLA,CH_47,21
CHIAUTZINGO,CH_48,21
CHICONCUAUTLA,CH_49,21
CHICHIQUILA,CH_50,21
CHIETLA,CH_51,21
CHIGMECATITLAN,CH_52,21
CHIGNAHUAPAN,CH_53,21
CHIGNAUTLA,CH_54,21
CHILA,CH_55,21
CHILA DE LA SAL,CH_56,21
HONEY,HO_57,21
CHILCHOTLA,CH_58,21
CHINANTLA,CH_59,21
DOMINGO ARENAS,DO_60,21
ELOXOCHITLAN,EL_61,21
EPATLAN,EP_62,21
ESPERANZA,ES_63,21
FRANCISCO Z. MENA,FR_64,21
GENERAL FELIPE ANGELES,GE_65,21
GUADALUPE,GU_66,21
GUADALUPE VICTORIA,GU_67,21
HERMENEGILDO GALEANA,HE_68,21
HUAQUECHULA,HU_69,21
HUATLATLAUCA,HU_70,21
